;Proposições;Autor;Apresentaç
2293;PL 10434/2018;Eduardo Barbosa - PSDB/MG;19/06/2018
2294;PL 6765/2016;Dr. Sinval Malheiros - PTN/SP;20/12/2016
2295;PL 5208/2016;"Raul Jungmann - PPS/PE; Rubens Bueno - PPS/PR; Pauderney Avelino - DEM/AM e outros";10/05/2016
2296;PL 1421/2011;Sérgio Moraes - PTB/RS;24/05/2011
2297;PL 7396/2010;Luiz Carlos Hauly - PSDB/PR;26/05/2010
2298;PL 3518/2012;Júlio Campos - DEM/MT;22/03/2012
2299;PL 365/2020;Ricardo Izar - PP/SP;18/02/2020
2300;PL 827/2020;"André Janones - AVANTE/MG; Natália Bonavides - PT/RN; Professora Rosa Neide - PT/MT";23/03/2020
2301;PL 1579/2015;André Figueiredo - PDT/CE;19/05/2015
2302;PL 7139/2017;João Campos - PRB/GO;16/03/2017
2303;PL 1473/2020;Felício Laterça - PSL/RJ;02/04/2020
2304;PL 387/2020;Vaidon Oliveira - PROS/CE;19/02/2020
2305;PL 2580/2019;Felipe Carreras - PSB/PE;29/04/2019
2306;PL 4185/2019;Roberto de Lucena - PODE/SP;02/08/2019
2307;PL 9839/2018;"Nilto Tatto - PT/SP; João Daniel - PT/SE; Afonso Florence - PT/BA e outros";21/03/2018
2308;PL 7353/2017;Senado Federal - Dário Berger - PMDB/SC;06/04/2017
2309;PL 1799/2019;Santini - PTB/RS;27/03/2019
2310;PL 2162/2019;Delegado Antônio Furtado - PSL/RJ;09/04/2019
2311;PL 645/2020;Tiago Dimas - SOLIDARI/TO;13/03/2020
2312;PL 712/2020;Eduardo Bolsonaro - PSL/SP;18/03/2020
2313;PL 690/2020;"Perpétua Almeida - PCdoB/AC; Alice Portugal - PCdoB/BA; Renildo Calheiros - PCdoB/PE e outros";18/03/2020
2314;PL 626/2020;Rogério Correia - PT/MG;12/03/2020
2315;PL 710/2020;Dr. Zacharias Calil - DEM/GO;18/03/2020
2316;PL 2957/2020;"André Janones - AVANTE/MG;Célio Studart - PV/CE";28/05/2020
2317;PL 1154/2020;"Camilo Capiberibe - PSB/AP; Luciano Ducci - PSB/PR; Rosana Valle - PSB/SP e outros";27/03/2020
2318;PL 1552/2020;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";03/04/2020
2319;PL 1494/2020;Ruy Carneiro - PSDB/PB;02/04/2020
2320;PEC 200/2019;"Tabata Amaral - PDT/SP; Felipe Rigoni - PSB/ES; João H. Campos - PSB/PE e outros";20/11/2019
2321;PLP 157/2020;"Eduardo Costa - PTB/PA; Paulo Teixeira - PT/SP; Pedro Augusto Bezerra - PTB/CE e outros";04/06/2020
2322;PLP 172/2020;Nelson Barbudo - PSL/MT;29/06/2020
2323;PL 7283/2017;Adérmis Marini - PSDB/SP;04/04/2017
2324;PL 3929/2019;Felipe Carreras - PSB/PE;08/07/2019
2325;PL 1221/2015;Christiane de Souza Yared - PTN/PR;22/04/2015
2326;PL 4129/2019;Marcelo Calero - CIDADANIA/RJ;16/07/2019
2327;PL 7907/2017;Francisco Floriano - DEM/RJ;20/06/2017
2328;PL 2631/2019;Marcelo Nilo - PSB/BA;07/05/2019
2329;PL 466/2019;Professor Luiz Flávio Gomes - PSB/SP;05/02/2019
2330;PL 1156/2015;Arthur Virgílio Bisneto - PSDB/AM;15/04/2015
2331;PLP 30/2020;Aureo Ribeiro - SOLIDARI/RJ;18/03/2020
2332;PL 1599/2020 (Nº Anterior: PL 6429/2016);Mariana Carvalho - PSDB/RO;07/11/2016
2333;PL 5785/2016;João Castelo - PSDB/MA;12/07/2016
2334;PL 1395/2020;Capitão Augusto - PL/SP;01/04/2020
2335;PL 1095/2020;Subtenente Gonzaga - PDT/MG;26/03/2020
2336;PL 2667/2020;"Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP; Edmilson Rodrigues - PSOL/PA e outros";14/05/2020
2337;PL 2773/2020;Félix Mendonça Júnior - PDT/BA;20/05/2020
2338;PL 2919/2011;Nilson Leitão - PSDB/MT;13/12/2011
2339;PEC 440/2014;Pauderney Avelino - DEM/AM;11/12/2014
2340;PEC 38/2015;Baleia Rossi - PMDB/SP;07/05/2015
2341;PL 3244/2015;Ronaldo Fonseca - PROS/DF;07/10/2015
2342;PL 2385/2011;Diego Andrade - PR/MG;21/09/2011
2343;PL 1078/2020;"Clarissa Garotinho - PROS/RJ;Patricia Ferraz - PODE/AP";26/03/2020
2344;PL 1155/2020;Professor Joziel - PSL/RJ;27/03/2020
2345;PL 1290/2020;Tito - AVANTE/BA;30/03/2020
2346;PL 1500/2020;André Figueiredo - PDT/CE;03/04/2020
2347;PL 1257/2020;JHC - PSB/AL;30/03/2020
2348;PL 1785/2020;Wladimir Garotinho - PSD/RJ;10/04/2020
2349;PL 1918/2020;Fábio Trad - PSD/MS;15/04/2020
2350;PL 1812/2020;Fábio Henrique - PDT/SE;13/04/2020
2351;PL 1782/2020;"José Airton Félix Cirilo - PT/CE; Paulo Pimenta - PT/RS; Professora Rosa Neide - PT/MT e outros";10/04/2020
2352;PL 2249/2020;Cleber Verde - REPUBLIC/MA;28/04/2020
2353;PL 2882/2020;Delegado Antônio Furtado - PSL/RJ;25/05/2020
2354;PL 2721/2020;Zé Neto - PT/BA;18/05/2020
2355;PL 2309/2020;Expedito Netto - PSD/RO;29/04/2020
2356;PL 3310/2020;Vicentinho - PT/SP;15/06/2020
2357;PL 1303/2020;Luizianne Lins - PT/CE;31/03/2020
2358;PL 1489/2020;Delegado Marcelo Freitas - PSL/MG;02/04/2020
2359;PL 1740/2020;Gurgel - PSL/RJ;08/04/2020
2360;PL 1246/2020;Luiz Antônio Corrêa - PL/RJ;30/03/2020
2361;PL 1834/2020;João Daniel - PT/SE;13/04/2020
2362;PL 936/2020;Luis Miranda - DEM/DF;24/03/2020
2363;PL 1684/2020;"Alencar Santana Braga - PT/SP; Professora Rosa Neide - PT/MT; Jorge Solla - PT/BA e outros";07/04/2020
2364;PL 1312/2020;Carlos Sampaio - PSDB/SP;31/03/2020
2365;PL 1112/2020;"Marcelo Freixo - PSOL/RJ;Túlio Gadêlha - PDT/PE";26/03/2020
2366;PL 753/2020;Arlindo Chinaglia - PT/SP;19/03/2020
2367;PL 3154/2012;"Paulo Teixeira - PT/SP; Jilmar Tatto - PT/SP; Amauri Teixeira - PT/BA e outros";07/02/2012
2368;PL 3899/2012;Jandira Feghali - PCdoB/RJ;22/05/2012
2369;PL 4349/2019;Dra. Soraya Manato - PSL/ES;08/08/2019
2370;PL 2723/2020;"Professor Israel Batista - PV/DF; Erika Kokay - PT/DF; Tabata Amaral - PDT/SP";18/05/2020
2371;PL 847/2020;Kim Kataguiri - DEM/SP;23/03/2020
2372;PL 3138/2020;"Fernanda Melchionna - PSOL/RS; Luiza Erundina - PSOL/SP; Edmilson Rodrigues - PSOL/PA e outros";04/06/2020
2373;PL 6181/2016;Felipe Bornier - PROS/RJ;20/09/2016
2374;PL 1368/2020;"Maria do Rosário - PT/RS; Talíria Petrone - PSOL/RJ; Luisa Canziani - PTB/PR e outros";01/04/2020
2375;PL 1087/2020;Paulo Pimenta - PT/RS;26/03/2020
2376;PL 1679/2020;Eduardo Bismarck - PDT/CE;07/04/2020
2377;PL 2306/2020;"Luisa Canziani - PTB/PR;Bruna Furlan - PSDB/SP";29/04/2020
2378;PL 3156/2012;Luis Tibé - PTdoB/MG;07/02/2012
2379;PL 3091/2020;Jesus Sérgio - PDT/AC;03/06/2020
2380;PL 3107/2020;Abou Anni - PSL/SP;03/06/2020
2381;PL 3061/2020;José Nunes - PSD/BA;02/06/2020
2382;PLP 36/2020;Júnior Mano - PL/CE;23/03/2020
2383;PLP 128/2020;"Zeca Dirceu - PT/PR; Enio Verri - PT/PR; Patrus Ananias - PT/MG e outros";13/05/2020
2384;PL 2570/2019;"Lucas Gonzalez - NOVO/MG;Vinicius Poit - NOVO/SP";25/04/2019
2385;PL 3056/2020;Schiavinato - PP/PR;02/06/2020
2386;PL 1615/2020;"Marília Arraes - PT/PE; Professora Rosa Neide - PT/MT; Patrus Ananias - PT/MG e outros";06/04/2020
2387;PLP 125/2020;Eduardo Costa - PTB/PA;12/05/2020
2388;PLP 105/2020;Valmir Assunção - PT/BA;20/04/2020
2389;PLP 107/2020;Rodrigo Coelho - PSB/SC;22/04/2020
2390;PL 2949/2020;"Idilvan Alencar - PDT/CE; Professora Rosa Neide - PT/MT; Wolney Queiroz - PDT/PE e outros";28/05/2020
2391;PL 4749/2016;"Rosangela Gomes - PRB/RJ;Roberto Alves - REPUBLIC/SP";16/03/2016
2392;PL 2539/2020;Carlos Gomes - REPUBLIC/RS;11/05/2020
2393;PL 2754/2020;Dra. Soraya Manato - PSL/ES;19/05/2020
2394;PL 2623/2020;"Alice Portugal - PCdoB/BA; Perpétua Almeida - PCdoB/AC; Professora Dorinha Seabra Rezende - DEM/TO e outros";13/05/2020
2395;PL 2556/2020;Natália Bonavides - PT/RN;12/05/2020
2396;PL 411/2020;"Lucas Gonzalez - NOVO/MG; Liziane Bayer - PSB/RS; Paula Belmonte - CIDADANIA/DF";19/02/2020
2397;PLP 91/2020;Milton Vieira - REPUBLIC/SP;13/04/2020
2398;PLP 68/2020;Eduardo Bolsonaro - PSL/SP;31/03/2020
2399;PLP 31/2020;Alice Portugal - PCdoB/BA;19/03/2020
2400;PL 2117/2020;João Daniel - PT/SE;23/04/2020
2401;PL 926/2020;"Enio Verri - PT/PR; Professora Rosa Neide - PT/MT; José Guimarães - PT/CE e outros";24/03/2020
2402;PL 3016/2020;Ronaldo Carletto - PP/BA;01/06/2020
2403;PL 3012/2020;Milton Vieira - REPUBLIC/SP;01/06/2020
2404;PL 2894/2020;"Eduardo Costa - PTB/PA; Pedro Lucas Fernandes - PTB/MA; Dra. Soraya Manato - PSL/ES e outros";26/05/2020
2405;PL 2310/2020;Léo Moraes - PODE/RO;29/04/2020
2406;PL 10070/2018;Hiran Gonçalves - PP/RR;18/04/2018
2407;PL 3644/2019;Senado Federal - Regina Sousa - PT/PI;18/06/2019
2408;PL 3173/2020;"Marcel van Hattem - NOVO/RS; Tiago Mitraud - NOVO/MG; Alexis Fonteyne - NOVO/SP e outros";08/06/2020
2409;PL 2965/2020;André de Paula - PSD/PE;28/05/2020
2410;PL 912/2019;Camilo Capiberibe - PSB/AP;19/02/2019
2411;PL 1787/2019;"Diego Garcia - PODE/PR; Ossesio Silva - PRB/PE; Renata Abreu - PODE/SP e outros";27/03/2019
2412;PL 2895/2020;Celso Maldaner - MDB/SC;26/05/2020
2413;PL 3543/2020;Paula Belmonte - CIDADANIA/DF;29/06/2020
2414;PL 1911/2011;Neilton Mulim - PR/RJ;03/08/2011
2415;PL 5656/2013;Esperidião Amin - PP/SC;28/05/2013
2416;PL 5742/2013;Guilherme Mussi - PSD/SP;11/06/2013
2417;PL 2805/2020;"Reginaldo Lopes - PT/MG; Paulo Teixeira - PT/SP; Pedro Uczai - PT/SC e outros";20/05/2020
2418;PL 10986/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
2419;PL 11148/2018;Gilberto Nascimento - PSC/SP;05/12/2018
2420;PL 147/2019;Diego Garcia - PODE/PR;04/02/2019
2421;PL 121/2019;Renata Abreu - PODE/SP;04/02/2019
2422;PL 446/2019;Valmir Assunção - PT/BA;05/02/2019
2423;PL 5719/2016;Cabo Sabino - PR/CE;05/07/2016
2424;PL 5413/2019;"Pedro Westphalen - PP/RS; Ruy Carneiro - PSDB/PB; Darcísio Perondi - MDB/RS e outros";08/10/2019
2425;PL 2765/2020;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Erika Kokay - PT/DF e outros";19/05/2020
2426;PL 4857/2019;Pedro Paulo - DEM/RJ;03/09/2019
2427;PL 1464/2011;Edivaldo Holanda Junior - PTC/MA;30/05/2011
2428;PL 2420/2020;José Guimarães - PT/CE;05/05/2020
2429;PL 1724/2020;Celina Leão - PP/DF;08/04/2020
2430;PL 6283/2016;Vitor Valim - PMDB/CE;11/10/2016
2431;PL 2800/2020;Maria Rosas - REPUBLIC/SP;20/05/2020
2432;PL 2752/2020;"Erika Kokay - PT/DF; José Ricardo - PT/AM; Rogério Correia - PT/MG e outros";19/05/2020
2433;PL 2733/2020;Paulo Ramos - PDT/RJ;18/05/2020
2434;PL 1686/2020;Erika Kokay - PT/DF;07/04/2020
2435;PL 1744/2020;Paulo Pimenta - PT/RS;09/04/2020
2436;PL 1677/2020;Eduardo Bismarck - PDT/CE;07/04/2020
2437;PL 2198/2020;"Paula Belmonte - CIDADANIA/DF;Coronel Armando - PSL/SC";27/04/2020
2438;PL 2704/2015;Delegado Éder Mauro - PSD/PA;19/08/2015
2439;PL 6327/2019;COMISSÃO DE LEGISLAÇÃO PARTICIPATIVA;09/12/2019
2440;PL 7912/2017;Goulart - PSD/SP;20/06/2017
2441;PL 8018/2017;Goulart - PSD/SP;05/07/2017
2442;PL 10994/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
2443;PL 3455/2015;Décio Lima - PT/SC;28/10/2015
2444;PL 3934/2015;Marcelo Belinati - PP/PR;10/12/2015
2445;PL 2423/2020;"Orlando Silva - PCdoB/SP; Túlio Gadêlha - PDT/PE; Marcelo Ramos - PL/AM";05/05/2020
2446;PL 1709/2020;"Joice Hasselmann - PSL/SP;Léo Moraes - PODE/RO";03/04/2020
2447;PL 2278/2020;Léo Moraes - PODE/RO;28/04/2020
2448;PL 2279/2020;Léo Moraes - PODE/RO;28/04/2020
2449;PL 1131/2020;Marcelo Calero - CIDADANIA/RJ;27/03/2020
2450;PL 822/2020;Celso Maldaner - MDB/SC;23/03/2020
2451;PL 115/2015;Juscelino Rezende Filho - PRP/MA;03/02/2015
2452;PL 953/2015;Tia Eron - PRB/BA;26/03/2015
2453;PL 2691/2020;Chiquinho Brazão - AVANTE/RJ;15/05/2020
2454;PL 2692/2020;Chiquinho Brazão - AVANTE/RJ;15/05/2020
2455;PL 561/2015;Jorginho Mello - PR/SC;04/03/2015
2456;PL 4773/2019;Pastor Sargento Isidório - AVANTE/BA;29/08/2019
2457;PL 7697/2014;Sandro Alex - PPS/PR;10/06/2014
2458;PL 2043/2020;Dr. Leonardo - SOLIDARI/MT;20/04/2020
2459;PL 2654/2020;Geninho Zuliani - DEM/SP;14/05/2020
2460;PL 1830/2020;Evair Vieira de Melo - PP/ES;13/04/2020
2461;PL 6163/2019;Poder Executivo;26/11/2019
2462;PL 6162/2019;Poder Executivo;26/11/2019
2463;PL 2622/2020;"Dr. Luiz Antonio Teixeira Jr. - PP/RJ; Dr. Zacharias Calil - DEM/GO; Dra. Soraya Manato - PSL/ES e outros";13/05/2020
2464;PL 2678/2020;Rejane Dias - PT/PI;14/05/2020
2465;PL 2300/2020;Roberto Alves - REPUBLIC/SP;29/04/2020
2466;PL 2597/2020;Marreca Filho - PATRIOTA/MA;13/05/2020
2467;PL 1099/2020;Flávia Arruda - PL/DF;26/03/2020
2468;PL 2532/2020;Frei Anastacio Ribeiro - PT/PB;11/05/2020
2469;PL 2522/2020;Eduardo Barbosa - PSDB/MG;11/05/2020
2470;PEC 130/2011;Ronaldo Fonseca - PR/DF;15/12/2011
2471;PEC 10/2011;Luiz Fernando Machado - PSDB/SP;06/04/2011
2472;PEC 19/2015;Fábio Sousa - PSDB/GO;09/04/2015
2473;PEC 362/2013;Beto Albuquerque - PSB/RS;04/12/2013
2474;PEC 179/2012;Roberto de Lucena - PV/SP;29/05/2012
2475;PEC 74/2015;"Carlos Sampaio - PSDB/SP; Leonardo Picciani - PMDB/RJ; Sibá Machado - PT/AC";25/06/2015
2476;PEC 211/2012;Walter Feldman - PSDB/SP;05/09/2012
2477;PEC 266/2013;Félix Mendonça Júnior - PDT/BA;24/05/2013
2478;PEC 413/2014;José Augusto Maia - PROS/PE;29/05/2014
2479;PEC 48/2015;Alfredo Kaefer - PSDB/PR;20/05/2015
2480;PEC 1/2015;Vanderlei Macris - PSDB/SP;05/02/2015
2481;PEC 54/2015;Soraya Santos - PMDB/RJ;27/05/2015
2482;PEC 108/2019;Poder Executivo;09/07/2019
2483;PEC 148/2019;Clarissa Garotinho - PROS/RJ;19/09/2019
2484;PEC 440/2018;Reginaldo Lopes - PT/MG;07/11/2018
2485;PEC 156/2015;Cabo Sabino - PR/CE;14/10/2015
2486;PEC 280/2016;Félix Mendonça Júnior - PDT/BA;24/11/2016
2487;PEC 281/2016;Félix Mendonça Júnior - PDT/BA;24/11/2016
2488;PEC 439/2018;Pedro Uczai - PT/SC;14/08/2018
2489;PEC 140/2015;Poder Executivo;22/09/2015
2490;PEC 57/2019;Senado Federal;22/04/2019
2491;PEC 101/2019;Mauro Nazif - PSB/RO;27/06/2019
2492;PEC 111/2019;José Ricardo - PT/AM;10/07/2019
2493;PEC 297/2016;Hiran Gonçalves - PP/RR;14/12/2016
2494;PEC 204/2019;Pinheirinho - PP/MG;26/11/2019
2495;PEC 407/2018;Janete Capiberibe - PSB/AP;20/03/2018
2496;PEC 274/2016;Gorete Pereira - PR/CE;09/11/2016
2497;PEC 211/2016;Cabo Sabino - PR/CE;14/04/2016
2498;PEC 373/2017;Pedro Uczai - PT/SC;31/10/2017
2499;PEC 329/2017;Aureo - SD/RJ;01/06/2017
2500;PEC 265/2016;Alfredo Kaefer - PSL/PR;31/08/2016
2501;PL 6482/2013;Francisco Tenório - PMN/AL;02/10/2013
2502;PEC 227/2019;Eduardo Bismarck - PDT/CE;17/12/2019
2503;PEC 210/2019;Lucas Redecker - PSDB/RS;04/12/2019
2504;PEC 49/2019;Rogério Peninha Mendonça - MDB/SC;10/04/2019
2505;PEC 208/2019;Rejane Dias - PT/PI;04/12/2019
2506;PEC 207/2019;Célio Silveira - PSDB/GO;03/12/2019
2507;PL 1759/2020;"Fernanda Melchionna - PSOL/RS; Luiza Erundina - PSOL/SP; Sâmia Bomfim - PSOL/SP e outros";09/04/2020
2508;PL 6175/2013;Goiaciara Cruz - PR/TO;23/08/2013
2509;PEC 129/2019;Pedro Cunha Lima - PSDB/PB;21/08/2019
2510;PL 6753/2013;Renan Filho - PMDB/AL;13/11/2013
2511;PL 2519/2020;"Rafael Motta - PSB/RN; Mauro Nazif - PSB/RO; Marcelo Nilo - PSB/BA e outros";11/05/2020
2512;PL 5083/2013;Alexandre Leite - DEM/SP;01/03/2013
2513;PL 5600/2013;Antonio Imbassahy - PSDB/BA;17/05/2013
2514;PL 1267/2020;"Talíria Petrone - PSOL/RJ; Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP e outros";30/03/2020
2515;PL 2472/2020;"Sâmia Bomfim - PSOL/SP; Fernanda Melchionna - PSOL/RS; Talíria Petrone - PSOL/RJ e outros";07/05/2020
2516;PL 2433/2020;"Talíria Petrone - PSOL/RJ; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";06/05/2020
2517;PLP 49/2020;Elias Vaz - PSB/GO;25/03/2020
2518;PL 2862/2020;Vinicius Farah - MDB/RJ;25/05/2020
2519;PL 1184/2020;"Jandira Feghali - PCdoB/RJ; Alexandre Padilha - PT/SP; Alice Portugal - PCdoB/BA";30/03/2020
2520;PLP 4/2015;Alessandro Molon;02/02/2015
2521;PL 1376/2020;Franco Cartafina - PP/MG;01/04/2020
2522;PL 3023/2015;Ronaldo Carletto - PP/BA;16/09/2015
2523;PL 3090/2015;Marcelo Matos - PDT/RJ;23/09/2015
2524;PL 3154/2020;"Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ e outros";05/06/2020
2525;PL 2807/2020;"Rosana Valle - PSB/SP; Ted Conti - PSB/ES; Liziane Bayer - PSB/RS e outros";21/05/2020
2526;PL 2592/2020;Miguel Lombardi - PL/SP;12/05/2020
2527;PL 2892/2020;Adriana Ventura - NOVO/SP;26/05/2020
2528;PL 2372/2020;"Carla Zambelli - PSL/SP;Major Fabiana - PSL/RJ";04/05/2020
2529;PL 2954/2020;"Norma Ayub - DEM/ES; Tereza Nelma - PSDB/AL; Dulce Miranda - MDB/TO e outros";28/05/2020
2530;PL 3114/2020;"Leandre - PV/PR; Tereza Nelma - PSDB/AL; Dulce Miranda - MDB/TO e outros";03/06/2020
2531;PL 1143/2020;Christino Aureo - PP/RJ;27/03/2020
2532;PL 2380/2020;Assis Carvalho - PT/PI;04/05/2020
2533;PL 1151/2020;"Paula Belmonte - CIDADANIA/DF; Carmen Zanotto - CIDADANIA/SC; Jorge Solla - PT/BA e outros";27/03/2020
2534;PL 1158/2020;Capitão Augusto - PL/SP;27/03/2020
2535;PL 1915/2015;Carlos Bezerra - PMDB/MT;15/06/2015
2536;PL 2271/2020;"Carmen Zanotto - CIDADANIA/SC;Dra. Soraya Manato - PSL/ES";28/04/2020
2537;PL 3194/2015;Veneziano Vital do Rêgo - PMDB/PB;01/10/2015
2538;PL 1337/2020;Alexandre Frota - PSDB/SP;31/03/2020
2539;PLP 151/2020;Júnior Mano - PL/CE;02/06/2020
2540;PLP 161/2020;Paulo Teixeira - PT/SP;08/06/2020
2541;PL 1551/2015;Soraya Santos - PMDB/RJ;14/05/2015
2542;PL 1393/2020;Evair Vieira de Melo - PP/ES;01/04/2020
2543;PL 2266/2020;Luis Miranda - DEM/DF;28/04/2020
2544;PL 991/2020;Alexandre Frota - PSDB/SP;25/03/2020
2545;PL 972/2020;Joice Hasselmann - PSL/SP;24/03/2020
2546;PL 2268/2020;Luis Miranda - DEM/DF;28/04/2020
2547;PL 191/2020;Poder Executivo;06/02/2020
2548;PL 1411/2020;"Clarissa Garotinho - PROS/RJ; Weliton Prado - PROS/MG; Capitão Wagner - PROS/CE e outros";01/04/2020
2549;PL 2219/2020;Weliton Prado - PROS/MG;27/04/2020
2550;PL 2226/2020;Zé Vitor - PL/MG;28/04/2020
2551;PLP 87/2020;Joseildo Ramos - PT/BA;08/04/2020
2552;PL 1973/2020;Alexandre Leite - DEM/SP;16/04/2020
2553;PL 2008/2020;Clarissa Garotinho - PROS/RJ;17/04/2020
2554;PL 441/2015;Ronaldo Martins - PRB/CE;25/02/2015
2555;PLP 90/2020;Pedro Augusto Bezerra - PTB/CE;13/04/2020
2556;PL 459/2020;Patricia Ferraz - PL/AP;03/03/2020
2557;PL 2136/2020;Célio Studart - PV/CE;23/04/2020
2558;PL 3454/2020;Mara Rocha - PSDB/AC;22/06/2020
2559;PL 2114/2020;Nicoletti - PSL/RR;23/04/2020
2560;PL 3587/2020;Edna Henrique - PSDB/PB;01/07/2020
2561;PL 1026/2020;Miguel Lombardi - PL/SP;24/03/2020
2562;PL 3265/2020;"Perpétua Almeida - PCdoB/AC; Jandira Feghali - PCdoB/RJ; Márcio Jerry - PCdoB/MA e outros";10/06/2020
2563;PL 2144/2020;"Paulo Teixeira - PT/SP;Gleisi Hoffmann - PT/PR";23/04/2020
2564;PL 2483/2020;"Arnaldo Jardim - CIDADANIA/SP; Alex Manente - CIDADANIA/SP; Carmen Zanotto - CIDADANIA/SC e outros";08/05/2020
2565;PL 2511/2020;Paulo Teixeira - PT/SP;09/05/2020
2566;PL 2550/2020;Eduardo da Fonte - PP/PE;11/05/2020
2567;PL 2747/2020;Luizianne Lins - PT/CE;19/05/2020
2568;PL 2791/2020;"José Nelto - PODE/GO;Patricia Ferraz - PODE/AP";20/05/2020
2569;PL 3043/2020;Sidney Leite - PSD/AM;01/06/2020
2570;PL 3074/2020;Paulo Teixeira - PT/SP;02/06/2020
2571;PL 4419/2016;Rômulo Gouveia - PSD/PB;17/02/2016
2572;PL 5118/2016;Caio Narcio - PSDB/MG;28/04/2016
2573;PL 1256/2020;"Pedro Westphalen - PP/RS; Carmen Zanotto - CIDADANIA/SC; Jorge Solla - PT/BA e outros";30/03/2020
2574;PL 2040/2020;"Dra. Soraya Manato - PSL/ES; Carmen Zanotto - CIDADANIA/SC; General Peternelli - PSL/SP";20/04/2020
2575;PL 1571/2020;Boca Aberta - PROS/PR;06/04/2020
2576;PL 2044/2020;Mário Negromonte Jr. - PP/BA;20/04/2020
2577;PL 3551/2020;"Idilvan Alencar - PDT/CE;Professora Dorinha Seabra Rezende - DEM/TO";30/06/2020
2578;PL 1712/2020;"Pedro Westphalen - PP/RS; Carmen Zanotto - CIDADANIA/SC; Dra. Soraya Manato - PSL/ES";06/04/2020
2579;PL 5347/2016;Laerte Bessa - PR/DF;19/05/2016
2580;PL 5629/2016;Paulo Martins - PSDB/PR;20/06/2016
2581;PL 3474/2020;Acácio Favacho - PROS/AP;23/06/2020
2582;PL 1285/2020;Eduardo Costa - PTB/PA;30/03/2020
2583;PL 3475/2020;Gutemberg Reis - MDB/RJ;23/06/2020
2584;PL 4292/2016;Carlos Henrique Gaguim - PMB/TO;03/02/2016
2585;PL 3400/2020;Dra. Soraya Manato - PSL/ES;18/06/2020
2586;PL 1920/2020;Delegado Antônio Furtado - PSL/RJ;15/04/2020
2587;PL 4741/2019;"Valmir Assunção - PT/BA; Nilto Tatto - PT/SP; Erika Kokay - PT/DF e outros";28/08/2019
2588;PL 8491/2017;Luis Tibé - PTdoB/MG;05/09/2017
2589;PL 8649/2017;Sóstenes Cavalcante - DEM/RJ;20/09/2017
2590;PL 3499/2020;Rogério Peninha Mendonça - MDB/SC;24/06/2020
2591;PL 3329/2020;Julian Lemos - PSL/PB;16/06/2020
2592;PL 8082/2017;Ronaldo Carletto - PP/BA;11/07/2017
2593;PL 8541/2017;Paulo Teixeira - PT/SP;12/09/2017
2594;PL 3482/2020;André Figueiredo - PDT/CE;24/06/2020
2595;PL 1865/2020;Denis Bezerra - PSB/CE;14/04/2020
2596;PL 2804/2020;Maria Rosas - REPUBLIC/SP;20/05/2020
2597;PL 1773/2020;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Luiza Erundina - PSOL/SP e outros";09/04/2020
2598;PL 2104/2020;"Alan Rick - DEM/AC;Dulce Miranda - MDB/TO";22/04/2020
2599;PL 2206/2020;Jaqueline Cassol - PP/RO;27/04/2020
2600;PL 3415/2020;Fausto Pinato - PP/SP;18/06/2020
2601;PL 10722/2018;Carmen Zanotto - PPS/SC;13/08/2018
2602;PL 1728/2020;Alexandre Frota - PSDB/SP;08/04/2020
2603;PL 1764/2020;Delegado Antônio Furtado - PSL/RJ;09/04/2020
2604;PL 2108/2020;Joice Hasselmann - PSL/SP;22/04/2020
2605;PL 2447/2020;Rejane Dias - PT/PI;06/05/2020
2606;PLP 139/2020;Shéridan - PSDB/RR;26/05/2020
2607;PLP 112/2020;Celso Sabino - PSDB/PA;27/04/2020
2608;PLP 116/2020;Otto Alencar Filho - PSD/BA;04/05/2020
2609;PL 3398/2020;Dra. Soraya Manato - PSL/ES;18/06/2020
2610;PL 3158/2020;"Erika Kokay - PT/DF; Jorge Solla - PT/BA; Carlos Veras - PT/PE e outros";05/06/2020
2611;PL 3269/2020;Célio Studart - PV/CE;12/06/2020
2612;PL 3277/2020;Gildenemyr - PL/MA;12/06/2020
2613;PL 1700/2020;Edna Henrique - PSDB/PB;07/04/2020
2614;PL 1618/2020;André Figueiredo - PDT/CE;06/04/2020
2615;PL 3234/2020;JHC - PSB/AL;10/06/2020
2616;PLP 73/2020;Mário Heringer - PDT/MG;01/04/2020
2617;PL 2399/2020;Alexandre Frota - PSDB/SP;05/05/2020
2618;PL 1635/2020;André Figueiredo - PDT/CE;07/04/2020
2619;PL 3132/2020;"Gervásio Maia - PSB/PB; Denis Bezerra - PSB/CE; Heitor Schuch - PSB/RS e outros";04/06/2020
2620;PL 3261/2020;"Rogério Correia - PT/MG; Professora Rosa Neide - PT/MT; Maria do Rosário - PT/RS e outros";10/06/2020
2621;PL 3069/2020;Tiago Dimas - SOLIDARI/TO;02/06/2020
