;Proposições;Autor;Apresentaç
2767;PL 1401/2020;Marx Beltrão - PSD/AL;01/04/2020
2768;PL 1259/2020;Perpétua Almeida - PCdoB/AC;30/03/2020
2769;PL 724/2020;Carlos Chiodini - MDB/SC;18/03/2020
2770;PL 2004/2020;"Rubens Otoni - PT/GO; Professora Rosa Neide - PT/MT; Margarida Salomão - PT/MG e outros";17/04/2020
2771;PL 791/2020;Poder Executivo;19/03/2020
2772;PL 1909/2020;Júnior Bozzella - PSL/SP;15/04/2020
2773;PL 1960/2020;"Carlos Sampaio - PSDB/SP;Marcelo Freixo - PSOL/RJ";16/04/2020
2774;PL 2225/2020;Mário Heringer - PDT/MG;27/04/2020
2775;PL 2470/2020;Luis Miranda - DEM/DF;07/05/2020
2776;PL 1953/2020;"Perpétua Almeida - PCdoB/AC;Marcon - PT/RS";16/04/2020
2777;PL 1860/2020;Nilto Tatto - PT/SP;14/04/2020
2778;PL 2132/2020;Hercílio Coelho Diniz - MDB/MG;23/04/2020
2779;PL 1009/2020;Efraim Filho - DEM/PB;25/03/2020
2780;PL 981/2020;"Acácio Favacho - PROS/AP; Clarissa Garotinho - PROS/RJ; Toninho Wandscheer - PROS/PR";24/03/2020
2781;PL 990/2020;Alexandre Frota - PSDB/SP;25/03/2020
2782;PL 2377/2020;Dr. Leonardo - SOLIDARI/MT;04/05/2020
2783;PL 1655/2020;Mara Rocha - PSDB/AC;07/04/2020
2784;PL 1887/2020;Roberto Pessoa - PSDB/CE;14/04/2020
2785;PL 1829/2020;Major Fabiana - PSL/RJ;13/04/2020
2786;PL 400/2019 (Nº Anterior: PL 8086/2017);Dr. Sinval Malheiros - PODE/SP;12/07/2017
2787;PL 1938/2020;Rosana Valle - PSB/SP;15/04/2020
2788;PL 1565/2020;"Rosana Valle - PSB/SP; Danilo Cabral - PSB/PE; Mauro Nazif - PSB/RO e outros";05/04/2020
2789;PL 1609/2020;Gildenemyr - PL/MA;06/04/2020
2790;PL 1614/2020;Marcelo Brum - PSL/RS;06/04/2020
2791;PL 1620/2020;Gildenemyr - PL/MA;06/04/2020
2792;PL 1716/2020;Marreca Filho - PATRIOTA/MA;08/04/2020
2793;PL 996/2020;Eduardo Bismarck - PDT/CE;25/03/2020
2794;PL 993/2020;Benedita da Silva - PT/RJ;25/03/2020
2795;PL 385/2020;Elias Vaz - PSB/GO;19/02/2020
2796;PL 506/2020;Elias Vaz - PSB/GO;04/03/2020
2797;PL 1675/2020;Vitor Lippi - PSDB/SP;07/04/2020
2798;PL 1674/2020;Vitor Lippi - PSDB/SP;07/04/2020
2799;PL 1682/2020;Acácio Favacho - PROS/AP;07/04/2020
2800;PL 756/2020;Alice Portugal - PCdoB/BA;19/03/2020
2801;PL 497/2020;Geninho Zuliani - DEM/SP;04/03/2020
2802;PL 1471/2020;Nilto Tatto - PT/SP;02/04/2020
2803;PL 386/2020;Capitão Alberto Neto - REPUBLIC/AM;19/02/2020
2804;PL 1486/2020;Ricardo Izar - PP/SP;02/04/2020
2805;PL 1487/2020;Pedro Augusto Bezerra - PTB/CE;02/04/2020
2806;PL 1512/2020;Ted Conti - PSB/ES;03/04/2020
2807;PL 1511/2020;Ted Conti - PSB/ES;03/04/2020
2808;PL 1517/2020;Pastor Sargento Isidório - AVANTE/BA;03/04/2020
2809;PL 582/2020;Boca Aberta - PROS/PR;10/03/2020
2810;PL 1379/2020;Rogério Correia - PT/MG;01/04/2020
2811;PL 1476/2020;Celso Maldaner - MDB/SC;02/04/2020
2812;PL 1331/2020;"Sanderson - PSL/RS; Dr. Jaziel - PL/CE; Carla Zambelli - PSL/SP e outros";31/03/2020
2813;PL 1327/2020;Márcio Biolchi - MDB/RS;31/03/2020
2814;PL 1325/2020;Paulo Pimenta - PT/RS;31/03/2020
2815;PL 1480/2020;"Júlio Delgado - PSB/MG;Danilo Cabral - PSB/PE";02/04/2020
2816;PL 305/2020;Nicoletti - PSL/RR;12/02/2020
2817;PL 350/2020;Hildo Rocha - MDB/MA;18/02/2020
2818;PL 1300/2020;Geninho Zuliani - DEM/SP;31/03/2020
2819;PL 974/2020;Marília Arraes - PT/PE;24/03/2020
2820;PL 749/2020;José Ricardo - PT/AM;18/03/2020
2821;PL 730/2020;Reginaldo Lopes - PT/MG;18/03/2020
2822;PL 788/2020;Natália Bonavides - PT/RN;19/03/2020
2823;PL 731/2020;Reginaldo Lopes - PT/MG;18/03/2020
2824;PL 778/2020;Rose Modesto - PSDB/MS;19/03/2020
2825;PL 691/2020;"Cássio Andrade - PSB/PA;Luciano Ducci - PSB/PR";18/03/2020
2826;PL 670/2020;"Gleisi Hoffmann - PT/PR;Professora Rosa Neide - PT/MT";17/03/2020
2827;PL 760/2020;Arlindo Chinaglia - PT/SP;19/03/2020
2828;PL 796/2020;Professor Israel Batista - PV/DF;20/03/2020
2829;PL 732/2020;Helder Salomão - PT/ES;18/03/2020
2830;PL 1405/2020;Sergio Vidigal - PDT/ES;01/04/2020
2831;PL 1418/2020;Fábio Trad - PSD/MS;01/04/2020
2832;PL 1284/2020;"Alexandre Padilha - PT/SP; Mariana Carvalho - PSDB/RO; Carmen Zanotto - CIDADANIA/SC e outros";30/03/2020
2833;PL 1286/2020;Célio Silveira - PSDB/GO;30/03/2020
2834;PL 1383/2020;Paula Belmonte - CIDADANIA/DF;01/04/2020
2835;PL 266/2020;Rejane Dias - PT/PI;11/02/2020
2836;PL 302/2020;Fabio Reis - MDB/SE;12/02/2020
2837;PL 36/2020;Alexandre Frota - PSDB/SP;04/02/2020
2838;PL 1098/2020;Jose Mario Schreiner - DEM/GO;26/03/2020
2839;PL 105/2020;Pedro Lucas Fernandes - PTB/MA;05/02/2020
2840;PL 84/2020;Guilherme Derrite - PP/SP;04/02/2020
2841;PL 736/2020;Enio Verri - PT/PR;18/03/2020
2842;PL 729/2020;Reginaldo Lopes - PT/MG;18/03/2020
2843;PL 166/2020;Celso Sabino - PSDB/PA;05/02/2020
2844;PL 51/2020;Alexandre Frota - PSDB/SP;04/02/2020
2845;PL 6612/2019;LEGISLAÇÃO PARTICIPATIVA;20/12/2019
2846;PL 6594/2019;Pompeo de Mattos - PDT/RS;18/12/2019
2847;PL 950/2020;JHC - PSB/AL;24/03/2020
2848;PL 1082/2020;"Tabata Amaral - PDT/SP; Tereza Nelma - PSDB/AL; Felipe Rigoni - PSB/ES e outros";26/03/2020
2849;PL 6514/2019;Jerônimo Goergen - PP/RS;17/12/2019
2850;PL 6582/2019;Fernando Rodolfo - PL/PE;18/12/2019
2851;PL 6332/2019;Dr. Leonardo - SOLIDARI/MT;09/12/2019
2852;PL 893/2020;José Guimarães - PT/CE;24/03/2020
2853;PL 6524/2019;"Leandre - PV/PR; Carmen Zanotto - CIDADANIA/SC; Aline Gurgel - REPUBLIC/AP e outros";17/12/2019
2854;PL 913/2015;Rafael Motta - PROS/RN;25/03/2015
2855;PL 1188/2011;Jânio Natal - PRP/BA;27/04/2011
2856;PL 114/2015;Alceu Moreira - PMDB/RS;03/02/2015
2857;PL 10491/2018;Osmar Bertoldi - DEM/PR;26/06/2018
2858;PL 249/2019;João Roma - PRB/BA;04/02/2019
2859;PL 6390/2019;"Talíria Petrone - PSOL/RJ; Áurea Carolina - PSOL/MG; Erika Kokay - PT/DF e outros";11/12/2019
2860;PL 216/2019;Roberto de Lucena - PODE/SP;04/02/2019
2861;PL 1234/2019;Rose Modesto - PSDB/MS;27/02/2019
2862;PL 935/2020;Luis Miranda - DEM/DF;24/03/2020
2863;PL 905/2020;Rubens Otoni - PT/GO;23/03/2020
2864;PL 907/2020;Marcel van Hattem - NOVO/RS;24/03/2020
2865;PL 826/2020;André Janones - AVANTE/MG;23/03/2020
2866;PL 5909/2016;Fábio Mitidieri - PSD/SE;02/08/2016
2867;PLP 278/2019;"Rosangela Gomes - REPUBLIC/RJ; Sóstenes Cavalcante - DEM/RJ; Leandre - PV/PR e outros";17/12/2019
2868;PL 6279/2019;Sanderson - PSL/RS;04/12/2019
2869;PL 613/2019;Flávia Arruda - PR/DF;12/02/2019
2870;PL 6316/2019;Ivan Valente - PSOL/SP;05/12/2019
2871;PL 6355/2019;David Miranda - PSOL/RJ;10/12/2019
2872;PL 296/2019;Rubens Otoni;04/02/2019
2873;PL 11014/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
2874;PL 1320/2019;Dr. Jaziel - PR/CE;12/03/2019
2875;PL 5379/2019;Alexis Fonteyne - NOVO/SP;03/10/2019
2876;PL 7582/2014;Maria do Rosário - PT/RS;20/05/2014
2877;PL 424/2015;Jorge Solla - PT/BA;24/02/2015
2878;PL 6331/2019;Ronaldo Martins - REPUBLIC/CE;09/12/2019
2879;PL 5659/2016;Senado Federal - José Serra - PSDB/SP;22/06/2016
2880;PL 468/2019;Dr. Luiz Antonio Teixeira Jr. - PP/RJ;05/02/2019
2881;PL 6236/2019;Célio Studart - PV/CE;27/11/2019
2882;PL 6174/2019;Jesus Sérgio - PDT/AC;27/11/2019
2883;PL 4806/2019;Silas Câmara - REPUBLIC/AM;03/09/2019
2884;PL 2977/2015;Leandre - PV/PR;15/09/2015
2885;PL 695/2020;Marcão Gomes - PL/RJ;18/03/2020
2886;PL 5913/2019;Delegado Marcelo Freitas - PSL/MG;06/11/2019
2887;PL 6112/2019;Célio Silveira - PSDB/GO;20/11/2019
2888;PL 6189/2019;Dr. Frederico - PATRIOTA/MG;27/11/2019
2889;PL 6210/2019;"Paulão - PT/AL; Alice Portugal - PCdoB/BA; Rubens Otoni - PT/GO e outros";27/11/2019
2890;PL 5941/2019;Pedro Augusto Bezerra - PTB/CE;11/11/2019
2891;PL 3440/2019;Otto Alencar Filho - PSD/BA;11/06/2019
2892;PL 5929/2019;Julio Cesar Ribeiro - REPUBLIC/DF;07/11/2019
2893;PL 9970/2018;Renata Abreu - PODE/SP;05/04/2018
2894;PL 11184/2018;Sóstenes Cavalcante - DEM/RJ;12/12/2018
2895;PL 2281/2019;Boca Aberta - PROS/PR;15/04/2019
2896;PL 1373/2019;Júnior Ferrari - PSD/PA;12/03/2019
2897;PL 1214/2019;Erika Kokay - PT/DF;27/02/2019
2898;PL 1247/2015;Goulart - PSD/SP;23/04/2015
2899;PL 10808/2018;Conceição Sampaio - PSDB/AM;04/09/2018
2900;PL 3160/2015;Alex Manente - PPS/SP;30/09/2015
2901;PL 949/2019;Célio Studart - PV/CE;20/02/2019
2902;PL 529/2011;William Dib - PSDB/SP;22/02/2011
2903;PL 317/2019;Rubens Otoni - PT/GO;04/02/2019
2904;PL 9559/2018;Carlos Sampaio - PSDB/SP;15/02/2018
2905;PL 272/2020;Coronel Tadeu - PSL/SP;12/02/2020
2906;PL 2805/2015;Erika Kokay - PT/DF;27/08/2015
2907;PL 10669/2018;Felipe Carreras - PSB/PE;07/08/2018
2908;PL 2591/2019;Capitão Wagner - PROS/CE;30/04/2019
2909;PL 1517/2011;Newton Lima - PT/SP;07/06/2011
2910;PLP 519/2018;Lucas Vergilio - SD/GO;08/06/2018
2911;PL 4372/2012;Poder Executivo;31/08/2012
2912;PLP 137/2015;Senado Federal - Flexa Ribeiro - PSDB/PA;04/08/2015
2913;PL 3855/2019 (Nº Anterior: PL 4850/2016);Iniciativa Popular;29/03/2016
2914;PL 9162/2017;Senado Federal - Cássio Cunha Lima - PSDB/PB;23/11/2017
2915;PL 491/2015;Jorge Solla - PT/BA;26/02/2015
2916;PL 1620/2015;"Rogério Rosso - PSD/DF; Alberto Fraga - DEM/DF; Augusto Carvalho - SD/DF e outros";20/05/2015
2917;PL 7764/2014;Senado Federal - Ana Rita - PT/ES;02/07/2014
2918;PL 1605/2019;Eduardo Braide - PMN/MA;20/03/2019
2919;PLP 216/2019;Professora Rosa Neide - PT/MT;11/09/2019
2920;PL 531/2019;Erika Kokay - PT/DF;06/02/2019
2921;PL 1354/2019;Célio Studart - PV/CE;12/03/2019
2922;PL 3635/2019;"Carla Zambelli - PSL/SP; Alê Silva - PSL/MG; Filipe Barros - PSL/PR";18/06/2019
2923;PL 174/2011;Weliton Prado - PT/MG;07/02/2011
2924;PL 6207/2013;Walter Feldman - PSDB/SP;28/08/2013
2925;PL 131/2020;LEGISLAÇÃO PARTICIPATIVA;05/02/2020
2926;PL 149/2020;Capitão Wagner - PROS/CE;05/02/2020
2927;PL 6550/2013;Onyx Lorenzoni - DEM/RS;09/10/2013
2928;PL 876/2019;Carlos Jordy - PSL/RJ;07/02/2019
2929;PL 8251/2017;Maria do Rosário - PT/RS;10/08/2017
2930;PL 5345/2019;Ted Conti - PSB/ES;02/10/2019
2931;PL 5625/2013;Sérgio Brito - PSD/BA;22/05/2013
2932;PL 9269/2017;Major Olimpio - SD/SP;06/12/2017
2933;PL 6075/2016;Kaio Maniçoba - PMDB/PE;30/08/2016
2934;PL 4954/2019;Célio Studart - PV/CE;10/09/2019
2935;PL 4401/2016;Alan Rick - PRB/AC;17/02/2016
2936;PL 3426/2019;José Ricardo - PT/AM;11/06/2019
2937;PL 2806/2019;Gustinho Ribeiro - SOLIDARI/SE;09/05/2019
2938;PL 3226/2019;Uldurico Junior - PROS/BA;29/05/2019
2939;PL 6458/2019;Edna Henrique - PSDB/PB;16/12/2019
2940;PL 414/2019;Rubens Bueno - PPS/PR;05/02/2019
2941;PL 7994/2017;André Fufuca - PP/MA;04/07/2017
2942;PL 5570/2016;Felipe Bornier - PROS/RJ;14/06/2016
2943;PL 1736/2015;Laudivio Carvalho - PMDB/MG;28/05/2015
2944;PL 8238/2014;Dr. Grilo - SD/MG;11/12/2014
2945;PL 5344/2019;Ted Conti - PSB/ES;02/10/2019
2946;PLP 548/2018;Senado Federal - Rose de Freitas - MDB/ES;08/11/2018
2947;PL 2647/2019;Alexandre Padilha - PT/SP;07/05/2019
2948;PL 5263/2016;Sarney Filho - PV/MA;12/05/2016
2949;PL 3417/2019;Fábio Henrique - PDT/SE;11/06/2019
2950;PL 33/2015;Sergio Vidigal - PDT/ES;02/02/2015
2951;PL 6215/2013;Roberto de Lucena - PV/SP;28/08/2013
2952;PL 5791/2019;Leandre - PV/PR;30/10/2019
2953;PL 6979/2017;Major Olimpio - SD/SP;21/02/2017
2954;PL 9807/2018;Carlos Sampaio - PSDB/SP;20/03/2018
2955;PL 5865/2019;Luiz Lima - PSL/RJ;05/11/2019
2956;PL 211/2019;Roberto de Lucena - PODE/SP;04/02/2019
2957;PL 656/2019;Shéridan - PSDB/RR;12/02/2019
2958;PL 1840/2019;Baleia Rossi - MDB/SP;28/03/2019
2959;PL 5341/2019;Felipe Carreras - PSB/PE;02/10/2019
2960;PL 10646/2018;Goulart - PSD/SP;07/08/2018
2961;PL 5105/2016;Carlos Henrique Gaguim - PTN/TO;27/04/2016
2962;PL 1784/2015;Diego Andrade - PSD/MG;02/06/2015
2963;PL 3760/2012;Edson Pimenta - PSD/BA;25/04/2012
2964;PL 8523/2017;Aureo - SD/RJ;05/09/2017
2965;PL 5982/2016;Professora Dorinha Seabra Rezende - DEM/TO;10/08/2016
2966;PL 5792/2019;Uldurico Junior - PROS/BA;30/10/2019
2967;PL 117/2011;Hugo Leal - PSC/RJ;03/02/2011
2968;PL 7061/2017;Damião Feliciano - PDT/PB;08/03/2017
2969;PL 5534/2019;Rejane Dias - PT/PI;15/10/2019
2970;PL 7347/2017;"Lúcio Vale - PR/PA; Cristiane Brasil - PTB/RJ; Capitão Augusto - PR/SP e outros";06/04/2017
2971;PL 2196/2019;Frei Anastacio Ribeiro - PT/PB;10/04/2019
2972;PL 5658/2019;Paulo Bengtson - PTB/PA;23/10/2019
2973;PL 3974/2015;Mara Gabrilli - PSDB/SP;15/12/2015
2974;PL 2838/2011;"Keiko Ota - PSB/SP;Capitão Augusto - PR/SP";01/12/2011
2975;PL 796/2019;Marcelo Freixo - PSOL/RJ;13/02/2019
2976;PL 126/2019;Renata Abreu - PODE/SP;04/02/2019
2977;PL 10549/2018;Paulo Teixeira - PT/SP;10/07/2018
2978;PL 8012/2017;Rômulo Gouveia - PSD/PB;05/07/2017
2979;PL 9396/2017;Waldenor Pereira - PT/BA;19/12/2017
2980;PL 6777/2016;Mariana Carvalho - PSDB/RO;20/12/2016
2981;PL 8794/2017;Giovani Cherini - PR/RS;05/10/2017
2982;PL 6807/2017;Professor Victório Galli - PSC/MT;02/02/2017
2983;PL 8616/2017;Givaldo Carimbão - PHS/AL;19/09/2017
2984;PL 73/2019;Rodrigo Agostinho - PSB/SP;04/02/2019
2985;PL 2233/2019;Rejane Dias - PT/PI;10/04/2019
2986;PL 3229/2019;Coronel Armando - PSL/SC;29/05/2019
2987;PL 3198/2019;Daniel Silveira - PSL/RJ;29/05/2019
2988;PL 11253/2018;Carlos Henrique Gaguim - DEM/TO;20/12/2018
2989;PL 1408/2019;Magda Mofatto - PR/GO;13/03/2019
2990;PL 484/2019;Bibo Nunes - PSL/RS;05/02/2019
2991;PL 728/2019;Daniel Silveira - PSL/RJ;13/02/2019
2992;PL 4430/2019;Zé Vitor - PL/MG;13/08/2019
2993;PL 3936/2019;Tadeu Alencar - PSB/PE;09/07/2019
2994;PLP 164/2019;Luiz Lima - PSL/RJ;25/06/2019
2995;PL 4361/2019;Marília Arraes - PT/PE;08/08/2019
2996;PL 4917/2019;Benedita da Silva - PT/RJ;10/09/2019
2997;PL 5198/2019;Charlles Evangelista - PSL/MG;24/09/2019
2998;PL 5057/2019;Edna Henrique - PSDB/PB;12/09/2019
2999;PL 5217/2019;Paulo Bengtson - PTB/PA;25/09/2019
3000;PL 5307/2019;Domingos Sávio - PSDB/MG;01/10/2019
3001;PL 5119/2019;Pedro Lucas Fernandes - PTB/MA;17/09/2019
3002;PL 5366/2019;Tadeu Alencar - PSB/PE;03/10/2019
3003;PL 5172/2019;Eli Borges - SOLIDARI/TO;19/09/2019
3004;PL 5389/2019;Rubens Bueno - CIDADANIA/PR;08/10/2019
3005;PL 5415/2019;Alexandre Serfiotis - PSD/RJ;08/10/2019
3006;PL 5465/2019;Eduardo Costa - PTB/PA;09/10/2019
3007;PL 5618/2019;Mário Heringer - PDT/MG;22/10/2019
3008;PL 5679/2019;Dra. Soraya Manato - PSL/ES;24/10/2019
3009;PL 5441/2019;Paulo Bengtson - PTB/PA;09/10/2019
3010;PL 2063/2015;Jaime Martins - PSD/MG;24/06/2015
3011;PL 4276/2016;Roberto Sales - PRB/RJ;02/02/2016
3012;PL 4376/2016;Ronaldo Carletto - PP/BA;16/02/2016
3013;PLP 455/2014;José Augusto Maia - PROS/PE;22/12/2014
3014;PL 4686/2016;Edinho Araújo - PMDB/SP;09/03/2016
3015;PL 4109/2012;Laercio Oliveira - PR/SE;26/06/2012
3016;PL 4872/2016;Eros Biondini - PROS/MG;30/03/2016
3017;PL 4757/2016;Elizeu Dionizio - PSDB/MS;16/03/2016
3018;PLP 450/2014;Arnaldo Jordy - PPS/PA;17/12/2014
3019;PLP 438/2014;Gonzaga Patriota - PSB/PE;04/12/2014
3020;PL 1872/2011;Senado Federal - Marisa Serrano - PSDB/MS;15/07/2011
3021;PL 1539/2015;Eros Biondini - PTB/MG;13/05/2015
3022;PL 158/2015;Roberto de Lucena - PV/SP;03/02/2015
3023;PL 5430/2013;Giovani Cherini - PDT/RS;23/04/2013
3024;PL 7900/2017;Lucas Vergilio - SD/GO;20/06/2017
3025;PL 4436/2016;Átila A. Nunes - PMDB/RJ;18/02/2016
3026;PLP 370/2017;Flavinho - PSB/SP;09/05/2017
3027;PLP 79/2015;Daniel Vilela - PMDB/GO;12/05/2015
3028;PLP 128/2012;Roberto Freire - PPS/SP;07/02/2012
3029;PL 7690/2014;Giovani Cherini - PDT/RS;06/06/2014
3030;PL 13/2015;Lucas Vergilio - SD/GO;02/02/2015
3031;PL 3416/2015;Giovani Cherini - PDT/RS;27/10/2015
3032;PL 549/2015;Alice Portugal - PCdoB/BA;03/03/2015
3033;PL 6573/2013;Zé Silva - SDD/MG;15/10/2013
3034;PL 4441/2012;João Paulo Lima - PT/PE;18/09/2012
3035;PL 4633/2019;Angela Amin - PP/SC;21/08/2019
3036;PL 238/2019;Júnior Ferrari - PSD/PA;04/02/2019
3037;PL 575/2015;"Antonio Brito - PTB/BA;Darcísio Perondi - PMDB/RS";04/03/2015
3038;PL 3344/2019;Lafayette de Andrada - PRB/MG;05/06/2019
3039;PL 224/2019;Roberto de Lucena;04/02/2019
3040;PL 4328/2016;"Laura Carneiro - PMDB/RJ;Eduardo Barbosa - PSDB/MG";04/02/2016
3041;PL 8074/2014;LEGISLAÇÃO PARTICIPATIVA;06/11/2014
3042;PL 3340/2019;Lauriete - PL/ES;05/06/2019
3043;PL 1411/2019;Magda Mofatto - PR/GO;13/03/2019
3044;PL 3837/2019;Professora Rosa Neide - PT/MT;02/07/2019
3045;PL 2295/2019;Zé Vitor - PR/MG;15/04/2019
3046;PL 2840/2019;Igor Kannário - PHS/BA;14/05/2019
3047;PL 2336/2019;Edna Henrique - PSDB/PB;16/04/2019
3048;PL 2737/2019;André Ferreira - PSC/PE;08/05/2019
3049;PL 3795/2015;Ezequiel Teixeira - PMB/RJ;01/12/2015
3050;PL 4273/2019;Beto Rosado - PP/RN;06/08/2019
3051;PL 637/2019;Luizianne Lins - PT/CE;12/02/2019
3052;PL 4952/2016;Aureo - SD/RJ;07/04/2016
3053;PL 1513/2015;Uldurico Junior - PTC/BA;13/05/2015
3054;PL 3174/2019;Carlos Henrique Gaguim - DEM/TO;28/05/2019
3055;PL 5418/2019;Bosco Costa - PL/SE;08/10/2019
3056;PL 2531/2011;Eduardo Barbosa - PSDB/MG;18/10/2011
3057;PL 10025/2018;Senado Federal - Elmano Férrer - PTB/PI;11/04/2018
3058;PL 2630/2019;Aécio Neves - PSDB/MG;07/05/2019
3059;PL 1342/2019;Aluisio Mendes - PODE/MA;12/03/2019
3060;PL 4375/2019;Pedro Augusto Bezerra - PTB/CE;08/08/2019
3061;PL 2148/2011;Lourival Mendes - PTdoB/MA;30/08/2011
3062;PL 5705/2013;Onofre Santo Agostini - PSD/SC;05/06/2013
3063;PL 893/2015;Baleia Rossi - PMDB/SP;25/03/2015
3064;PL 3083/2019;Marcos Pereira - PRB/SP;22/05/2019
3065;PL 7064/2014;"Alexandre Roso - PSB/RS;Paulo Foletto - PSB/ES";05/02/2014
3066;PLP 510/2018;"Laura Carneiro - DEM/RJ;Carmen Zanotto - PPS/SC";22/05/2018
3067;PL 10739/2018;"Carmen Zanotto - PPS/SC; Jerônimo Goergen - PP/RS; Dr. Jorge Silva - SD/ES e outros";14/08/2018
3068;PL 3809/2019;Rejane Dias - PT/PI;02/07/2019
3069;PL 4611/2019;"Carmen Zanotto - CIDADANIA/SC; Tereza Nelma - PSDB/AL; Eduardo Braide - PMN/MA e outros";21/08/2019
3070;PL 4873/2019;Rejane Dias - PT/PI;04/09/2019
3071;PL 4651/2019;Pastor Sargento Isidório - AVANTE/BA;21/08/2019
3072;PL 3339/2019;"Rodrigo Agostinho - PSB/SP;Rosana Valle - PSB/SP";05/06/2019
3073;PL 3596/2015;César Halum - PRB/TO;11/11/2015
3074;PL 4877/2019;Bira do Pindaré - PSB/MA;04/09/2019
3075;PL 885/2015;Mário Heringer - PDT/MG;24/03/2015
3076;PL 4820/2019;Charles Fernandes - PSD/BA;03/09/2019
3077;PL 939/2015;"Otavio Leite - PSDB/RJ;André Figueiredo - PDT/CE";26/03/2015
3078;PL 4875/2019;Paula Belmonte - CIDADANIA/DF;04/09/2019
3079;PL 6305/2016;Erika Kokay - PT/DF;18/10/2016
3080;PL 138/2019;Renata Abreu - PODE/SP;04/02/2019
3081;PL 1670/2015;Rogério Peninha Mendonça - PMDB/SC;26/05/2015
3082;PL 7657/2017;Marcos Rogério - DEM/RO;17/05/2017
3083;PL 5097/2013;Aline Corrêa - PP/SP;06/03/2013
3084;PL 7157/2010;Senado Federal - Paulo Paim - PT/RS;15/04/2010
3085;PL 1745/2019;Luiz Philippe de Orleans e Bragança - PSL/SP;26/03/2019
3086;PL 1598/2019;Major Vitor Hugo - PSL/GO;19/03/2019
3087;PL 1510/2019;Flávia Morais - PDT/GO;14/03/2019
3088;PL 3793/2015;Carlos Bezerra - PMDB/MT;01/12/2015
3089;PL 2838/2019;Cleber Verde - PRB/MA;14/05/2019
3090;PL 7047/2014;Paulo Freire - PR/SP;04/02/2014
3091;PL 265/2019;Márcio Labre - PSL/RJ;04/02/2019
3092;PL 1495/2019;Camilo Capiberibe - PSB/AP;14/03/2019
3093;PL 5889/2016;Leandre - PV/PR;02/08/2016
3094;PL 5962/2013;Félix Mendonça Júnior - PDT/BA;16/07/2013
3095;PL 1516/2019;José Medeiros - PODE/MT;14/03/2019
3096;PL 470/2011;Inocêncio Oliveira - PR/PE;17/02/2011
3097;PL 8948/2017;"Otavio Leite - PSDB/RJ;Eduardo Barbosa - PSDB/MG";25/10/2017
3098;PL 5012/2016;Marinaldo Rosendo - PSB/PE;13/04/2016
3099;PL 155/2019;José Nelto - PODE/GO;04/02/2019
3100;PL 429/2011;Gorete Pereira - PR/CE;16/02/2011
3101;PL 160/2015;Roberto de Lucena - PV/SP;03/02/2015
3102;PL 6728/2016;Guilherme Mussi - PP/SP;15/12/2016
3103;PL 2970/2015;Fábio Ramalho - PV/MG;10/09/2015
3104;PL 1376/2015;Fabiano Horta - PT/RJ;05/05/2015
3105;PL 2909/2019;Guilherme Derrite - PP/SP;15/05/2019
3106;PL 2039/2015;Rogério Rosso - PSD/DF;19/06/2015
3107;PL 4818/2019;Gil Cutrim - PDT/MA;03/09/2019
3108;PL 735/2011;"Otavio Leite - PSDB/RJ;Flávia Morais - PDT/GO";16/03/2011
3109;PL 1769/2015;Rômulo Gouveia - PSD/PB;01/06/2015
3110;PL 10580/2018;Mariana Carvalho - PSDB/RO;11/07/2018
3111;PL 1233/2015;William Woo - PV/SP;22/04/2015
3112;PL 3086/2019;Gil Cutrim - PDT/MA;22/05/2019
3113;PL 2572/2019;Sidney Leite - PSD/AM;25/04/2019
3114;PL 5155/2016;Dulce Miranda - PMDB/TO;04/05/2016
3115;PL 4725/2019;Célio Studart - PV/CE;27/08/2019
3116;PL 4701/2019;Ossesio Silva - REPUBLIC/PE;27/08/2019
3117;PL 2073/2019;Bilac Pinto - DEM/MG;04/04/2019
3118;PL 1935/2019;Schiavinato - PP/PR;02/04/2019
3119;PL 7322/2017;Daniel Coelho - PSDB/PE;05/04/2017
3120;PL 1069/2019;José Medeiros - PODE/MT;22/02/2019
3121;PL 4646/2019;Ossesio Silva - REPUBLIC/PE;21/08/2019
3122;PL 10958/2018;Patrus Ananias - PT/MG;07/11/2018
3123;PL 3720/2015;Carlos Gomes - PRB/RS;24/11/2015
3124;PL 3023/2019;Célio Studart - PV/CE;21/05/2019
3125;PL 7232/2014;"Renato Simões - PT/SP;Vicentinho - PT/SP";12/03/2014
3126;PL 8984/2017;Hugo Leal - PSB/RJ;31/10/2017
3127;PL 2180/2015;Fabio Reis - PMDB/SE;01/07/2015
3128;PL 2415/2019;Mauro Nazif - PSB/RO;17/04/2019
3129;PL 4892/2012;Eleuses Paiva - PSD/SP;19/12/2012
3130;PL 482/2015;Capitão Augusto - PR/SP;26/02/2015
3131;PL 4595/2019;Celina Leão - PP/DF;20/08/2019
3132;PL 2784/2019;Coronel Chrisóstomo - PSL/RO;09/05/2019
3133;PL 6359/2013;Carlos Bezerra - PMDB/MT;17/09/2013
3134;PL 827/2011;Ricardo Izar - PV/SP;23/03/2011
3135;PL 6604/2016;Mário Heringer - PDT/MG;01/12/2016
3136;PL 4722/2019;Célio Studart - PV/CE;27/08/2019
3137;PL 4751/2019;Sebastião Oliveira - PL/PE;28/08/2019
3138;PL 2156/2011;Maurício Quintella Lessa - PR/AL;30/08/2011
3139;PL 7264/2017;Benjamin Maranhão - SD/PB;29/03/2017
