;Proposições;Autor;Apresentaç
1178;PL 2114/2020;Nicoletti - PSL/RR;23/04/2020
1179;PL 1256/2020;"Pedro Westphalen - PP/RS; Carmen Zanotto - CIDADANIA/SC; Jorge Solla - PT/BA e outros";30/03/2020
1180;PL 1712/2020;"Pedro Westphalen - PP/RS; Carmen Zanotto - CIDADANIA/SC; Dra. Soraya Manato - PSL/ES";06/04/2020
1181;PL 6513/2016;Rogério Peninha Mendonça - PMDB/SC;22/11/2016
1182;PL 4292/2016;Carlos Henrique Gaguim - PMB/TO;03/02/2016
1183;PL 1402/2020;Luiz Nishimori - PL/PR;01/04/2020
1184;PL 8649/2017;Sóstenes Cavalcante - DEM/RJ;20/09/2017
1185;PL 3482/2020;André Figueiredo - PDT/CE;24/06/2020
1186;PL 7331/2017;Leônidas Cristino - PDT/CE;05/04/2017
1187;PL 2104/2020;"Alan Rick - DEM/AC;Dulce Miranda - MDB/TO";22/04/2020
1188;PL 2206/2020;Jaqueline Cassol - PP/RO;27/04/2020
1189;PL 3326/2020;Vilson da Fetaemg - PSB/MG;16/06/2020
1190;PL 2108/2020;Joice Hasselmann - PSL/SP;22/04/2020
1191;PL 1635/2020;André Figueiredo - PDT/CE;07/04/2020
1192;PL 3227/2020;Enéias Reis - PSL/MG;09/06/2020
1193;PL 2953/2020;"Gervásio Maia - PSB/PB; Denis Bezerra - PSB/CE; Alessandro Molon - PSB/RJ e outros";28/05/2020
1194;PL 2181/2020;Miguel Lombardi - PL/SP;27/04/2020
1195;PL 2184/2020;Paulo Teixeira - PT/SP;27/04/2020
1196;PL 3065/2020;Tiago Dimas - SOLIDARI/TO;02/06/2020
1197;PL 1254/2020;"Arlindo Chinaglia - PT/SP; Enio Verri - PT/PR; Rubens Otoni - PT/GO e outros";30/03/2020
1198;PL 1311/2020;Benedita da Silva - PT/RJ;31/03/2020
1199;PL 1348/2020;João H. Campos - PSB/PE;31/03/2020
1200;PL 1346/2020;João H. Campos - PSB/PE;31/03/2020
1201;PL 1561/2020;Capitão Wagner - PROS/CE;03/04/2020
1202;PL 1652/2020;Paulo Teixeira - PT/SP;07/04/2020
1203;PL 2674/2020;Wilson Santiago - PTB/PB;14/05/2020
1204;PL 2671/2020;Wilson Santiago - PTB/PB;14/05/2020
1205;PL 2766/2020;Wilson Santiago - PTB/PB;19/05/2020
1206;PLP 281/2019;Poder Executivo;23/12/2019
1207;PL 2706/2020;"Dr. Zacharias Calil - DEM/GO;Dra. Soraya Manato - PSL/ES";15/05/2020
1208;PL 2817/2020;Hugo Leal - PSD/RJ;21/05/2020
1209;PL 1382/2020;Paula Belmonte - CIDADANIA/DF;01/04/2020
1210;PL 597/2020;Rosangela Gomes - REPUBLIC/RJ;11/03/2020
1211;PL 609/2020;Lauriete - PL/ES;11/03/2020
1212;PL 2469/2020;João H. Campos - PSB/PE;07/05/2020
1213;PL 564/2020;COMISSÃO DE SEGURIDADE SOCIAL E FAMÍLIA;05/03/2020
1214;PL 2434/2020;Talíria Petrone - PSOL/RJ;06/05/2020
1215;PL 2431/2020;Gastão Vieira - PROS/MA;06/05/2020
1216;PL 2411/2020;Luis Miranda - DEM/DF;05/05/2020
1217;PL 2405/2020;Paulão - PT/AL;05/05/2020
1218;PL 1633/2020;"Aliel Machado - PSB/PR; Alessandro Molon - PSB/RJ; Bira do Pindaré - PSB/MA e outros";06/04/2020
1219;PL 6057/2016;Jerônimo Goergen - PP/RS;29/08/2016
1220;PL 1307/2020;Celso Sabino - PSDB/PA;31/03/2020
1221;PL 1516/2020;Patricia Ferraz - PODE/AP;03/04/2020
1222;PL 2166/2020;Celina Leão - PP/DF;24/04/2020
1223;PL 1672/2020;Danilo Cabral - PSB/PE;07/04/2020
1224;PL 687/2020;"Alessandro Molon - PSB/RJ; Vilson da Fetaemg - PSB/MG; Ricardo Silva - PSB/SP e outros";17/03/2020
1225;PL 1953/2020;"Perpétua Almeida - PCdoB/AC;Marcon - PT/RS";16/04/2020
1226;PL 1887/2020;Roberto Pessoa - PSDB/CE;14/04/2020
1227;PL 385/2020;Elias Vaz - PSB/GO;19/02/2020
1228;PL 412/2020;Léo Moraes - PODE/RO;20/02/2020
1229;PL 494/2020;Geninho Zuliani - DEM/SP;04/03/2020
1230;PL 756/2020;Alice Portugal - PCdoB/BA;19/03/2020
1231;PL 1512/2020;Ted Conti - PSB/ES;03/04/2020
1232;PL 582/2020;Boca Aberta - PROS/PR;10/03/2020
1233;PL 1331/2020;"Sanderson - PSL/RS; Dr. Jaziel - PL/CE; Carla Zambelli - PSL/SP e outros";31/03/2020
1234;PL 350/2020;Hildo Rocha - MDB/MA;18/02/2020
1235;PL 369/2020;Lucas Gonzalez - NOVO/MG;18/02/2020
1236;PL 372/2020;Felipe Carreras - PSB/PE;18/02/2020
1237;PL 974/2020;Marília Arraes - PT/PE;24/03/2020
1238;PL 1284/2020;"Alexandre Padilha - PT/SP; Mariana Carvalho - PSDB/RO; Carmen Zanotto - CIDADANIA/SC e outros";30/03/2020
1239;PL 1383/2020;Paula Belmonte - CIDADANIA/DF;01/04/2020
1240;PL 36/2020;Alexandre Frota - PSDB/SP;04/02/2020
1241;PL 1861/2019;Aline Sleutjes - PSL/PR;28/03/2019
1242;PL 6594/2019;Pompeo de Mattos - PDT/RS;18/12/2019
1243;PL 6497/2019;Léo Moraes - PODE/RO;17/12/2019
1244;PL 445/2015;Alceu Moreira - PMDB/RS;25/02/2015
1245;PL 973/2015;Chico D'Angelo - PT/RJ;30/03/2015
1246;PL 11105/2018;Eros Biondini - PROS/MG;04/12/2018
1247;PL 114/2015;Alceu Moreira - PMDB/RS;03/02/2015
1248;PL 6367/2013;Marco Tebaldi - PSDB/SC;18/09/2013
1249;PL 1718/2015;José Otávio Germano - PP/RS;27/05/2015
1250;PL 10491/2018;Osmar Bertoldi - DEM/PR;26/06/2018
1251;PL 6390/2019;"Talíria Petrone - PSOL/RJ; Áurea Carolina - PSOL/MG; Erika Kokay - PT/DF e outros";11/12/2019
1252;PL 805/2019;Helio Lopes - PSL/RJ;14/02/2019
1253;PL 613/2019;Flávia Arruda - PR/DF;12/02/2019
1254;PL 2032/2019;Hiran Gonçalves - PP/RR;03/04/2019
1255;PL 6316/2019;Ivan Valente - PSOL/SP;05/12/2019
1256;PL 6355/2019;David Miranda - PSOL/RJ;10/12/2019
1257;PL 1320/2019;Dr. Jaziel - PR/CE;12/03/2019
1258;PL 7582/2014;Maria do Rosário - PT/RS;20/05/2014
1259;PL 424/2015;Jorge Solla - PT/BA;24/02/2015
1260;PL 9787/2018;Vicentinho - PT/SP;14/03/2018
1261;PL 468/2019;Dr. Luiz Antonio Teixeira Jr. - PP/RJ;05/02/2019
1262;PL 6236/2019;Célio Studart - PV/CE;27/11/2019
1263;PL 6271/2019;Eduardo Costa - PTB/PA;03/12/2019
1264;PL 2977/2015;Leandre - PV/PR;15/09/2015
1265;PL 6112/2019;Célio Silveira - PSDB/GO;20/11/2019
1266;PL 6189/2019;Dr. Frederico - PATRIOTA/MG;27/11/2019
1267;PL 6210/2019;"Paulão - PT/AL; Alice Portugal - PCdoB/BA; Rubens Otoni - PT/GO e outros";27/11/2019
1268;PL 3440/2019;Otto Alencar Filho - PSD/BA;11/06/2019
1269;PL 5929/2019;Julio Cesar Ribeiro - REPUBLIC/DF;07/11/2019
1270;PL 5873/2019;Kim Kataguiri - DEM/SP;05/11/2019
1271;PL 9970/2018;Renata Abreu - PODE/SP;05/04/2018
1272;PL 2281/2019;Boca Aberta - PROS/PR;15/04/2019
1273;PL 1373/2019;Júnior Ferrari - PSD/PA;12/03/2019
1274;PL 10808/2018;Conceição Sampaio - PSDB/AM;04/09/2018
1275;PL 9657/2018;"Laura Carneiro - PMDB/RJ; Carmen Zanotto - PPS/SC; Mandetta - DEM/MS";28/02/2018
1276;PL 2928/2019;Luiz Lima - PSL/RJ;16/05/2019
1277;PLP 519/2018;Lucas Vergilio - SD/GO;08/06/2018
1278;PL 4372/2012;Poder Executivo;31/08/2012
1279;PL 1724/2015;Major Olimpio - PDT/SP;28/05/2015
1280;PLP 137/2015;Senado Federal - Flexa Ribeiro - PSDB/PA;04/08/2015
1281;PL 3855/2019 (Nº Anterior: PL 4850/2016);Iniciativa Popular;29/03/2016
1282;PL 5230/2016;Flávia Morais - PDT/GO;10/05/2016
1283;PL 9162/2017;Senado Federal - Cássio Cunha Lima - PSDB/PB;23/11/2017
1284;PL 4455/2012;Giovani Cherini - PDT/RS;19/09/2012
1285;PL 491/2015;Jorge Solla - PT/BA;26/02/2015
1286;PL 2778/2015;Luiza Erundina - PSB/SP;26/08/2015
1287;PL 1605/2019;Eduardo Braide - PMN/MA;20/03/2019
1288;PLP 216/2019;Professora Rosa Neide - PT/MT;11/09/2019
1289;PL 531/2019;Erika Kokay - PT/DF;06/02/2019
1290;PL 3635/2019;"Carla Zambelli - PSL/SP; Alê Silva - PSL/MG; Filipe Barros - PSL/PR";18/06/2019
1291;PL 6207/2013;Walter Feldman - PSDB/SP;28/08/2013
1292;PL 4405/2019;Capitão Augusto - PL/SP;13/08/2019
1293;PL 131/2020;LEGISLAÇÃO PARTICIPATIVA;05/02/2020
1294;PL 149/2020;Capitão Wagner - PROS/CE;05/02/2020
1295;PL 876/2019;Carlos Jordy - PSL/RJ;07/02/2019
1296;PL 8510/2017;Norma Ayub - DEM/ES;05/09/2017
1297;PL 11263/2018;Carlos Henrique Gaguim - DEM/TO;20/12/2018
1298;PL 4954/2019;Célio Studart - PV/CE;10/09/2019
1299;PL 4401/2016;Alan Rick - PRB/AC;17/02/2016
1300;PL 3426/2019;José Ricardo - PT/AM;11/06/2019
1301;PL 3010/2019;Dr. Leonardo - SOLIDARI/MT;21/05/2019
1302;PL 5804/2019;Edna Henrique - PSDB/PB;31/10/2019
1303;PL 5570/2016;Felipe Bornier - PROS/RJ;14/06/2016
1304;PL 2647/2019;Alexandre Padilha - PT/SP;07/05/2019
1305;PL 5263/2016;Sarney Filho - PV/MA;12/05/2016
1306;PL 33/2015;Sergio Vidigal - PDT/ES;02/02/2015
1307;PL 5791/2019;Leandre - PV/PR;30/10/2019
1308;PL 9807/2018;Carlos Sampaio - PSDB/SP;20/03/2018
1309;PL 5863/2019;Celso Russomanno - REPUBLIC/SP;05/11/2019
1310;PL 5865/2019;Luiz Lima - PSL/RJ;05/11/2019
1311;PL 8664/2017;Miguel Haddad - PSDB/SP;21/09/2017
1312;PL 3991/2019;Juninho do Pneu - DEM/RJ;09/07/2019
1313;PL 10646/2018;Goulart - PSD/SP;07/08/2018
1314;PL 4919/2016;Diego Garcia - PHS/PR;05/04/2016
1315;PL 4951/2016;Aureo - SD/RJ;07/04/2016
1316;PL 7347/2017;"Lúcio Vale - PR/PA; Cristiane Brasil - PTB/RJ; Capitão Augusto - PR/SP e outros";06/04/2017
1317;PL 5658/2019;Paulo Bengtson - PTB/PA;23/10/2019
1318;PL 9856/2018;Marcelo Álvaro Antônio - PR/MG;21/03/2018
1319;PL 8035/2017;Pr. Marco Feliciano - PSC/SP;05/07/2017
1320;PL 3227/2019;Paulo Bengtson - PTB/PA;29/05/2019
1321;PL 4016/2015;Ronaldo Carletto - PP/BA;15/12/2015
1322;PL 10549/2018;Paulo Teixeira - PT/SP;10/07/2018
1323;PL 8012/2017;Rômulo Gouveia - PSD/PB;05/07/2017
1324;PL 9396/2017;Waldenor Pereira - PT/BA;19/12/2017
1325;PL 6807/2017;Professor Victório Galli - PSC/MT;02/02/2017
1326;PL 9966/2018;Senado Federal - Ronaldo Caiado - DEM/GO;05/04/2018
1327;PL 2141/2019;Boca Aberta - PROS/PR;09/04/2019
1328;PL 2233/2019;Rejane Dias - PT/PI;10/04/2019
1329;PL 715/2019;Marília Arraes - PT/PE;13/02/2019
1330;PL 3291/2019;Gil Cutrim - PDT/MA;04/06/2019
1331;PL 4506/2019;Pinheirinho - PP/MG;14/08/2019
1332;PL 4917/2019;Benedita da Silva - PT/RJ;10/09/2019
1333;PL 5036/2019;Felipe Carreras - PSB/PE;11/09/2019
1334;PL 5159/2019;"Ricardo Izar - PP/SP;Weliton Prado - PROS/MG";18/09/2019
1335;PL 5217/2019;Paulo Bengtson - PTB/PA;25/09/2019
1336;PL 5307/2019;Domingos Sávio - PSDB/MG;01/10/2019
1337;PL 5119/2019;Pedro Lucas Fernandes - PTB/MA;17/09/2019
1338;PL 5371/2019;Giovani Cherini - PL/RS;03/10/2019
1339;PL 5247/2019;Filipe Barros - PSL/PR;25/09/2019
1340;PL 5389/2019;Rubens Bueno - CIDADANIA/PR;08/10/2019
1341;PL 5564/2019;Capitão Wagner - PROS/CE;16/10/2019
1342;PL 5415/2019;Alexandre Serfiotis - PSD/RJ;08/10/2019
1343;PL 5445/2019;Dra. Soraya Manato - PSL/ES;09/10/2019
1344;PL 5583/2019;Zé Silva - SOLIDARI/MG;21/10/2019
1345;PL 5441/2019;Paulo Bengtson - PTB/PA;09/10/2019
1346;PLP 455/2014;José Augusto Maia - PROS/PE;22/12/2014
1347;PL 4109/2012;Laercio Oliveira - PR/SE;26/06/2012
1348;PLP 450/2014;Arnaldo Jordy - PPS/PA;17/12/2014
1349;PLP 438/2014;Gonzaga Patriota - PSB/PE;04/12/2014
1350;PL 1445/2011;Rogério Carvalho - PT/SE;25/05/2011
1351;PL 158/2015;Roberto de Lucena - PV/SP;03/02/2015
1352;PL 748/2015;Rejane Dias - PT/PI;16/03/2015
1353;PLP 128/2012;Roberto Freire - PPS/SP;07/02/2012
1354;PL 13/2015;Lucas Vergilio - SD/GO;02/02/2015
1355;PL 6573/2013;Zé Silva - SDD/MG;15/10/2013
1356;PL 575/2015;"Antonio Brito - PTB/BA;Darcísio Perondi - PMDB/RS";04/03/2015
1357;PL 1721/2015;Jandira Feghali - PCdoB/RJ;28/05/2015
1358;PL 1110/2015;Jorge Tadeu Mudalen - DEM/SP;10/04/2015
1359;PL 224/2019;Roberto de Lucena;04/02/2019
1360;PL 4328/2016;"Laura Carneiro - PMDB/RJ;Eduardo Barbosa - PSDB/MG";04/02/2016
1361;PL 1411/2019;Magda Mofatto - PR/GO;13/03/2019
1362;PLP 35/2019;"Sâmia Bomfim - PSOL/SP;Marcelo Freixo - PSOL/RJ";14/02/2019
1363;PL 11222/2018;Carlos Henrique Gaguim - DEM/TO;19/12/2018
1364;PL 2295/2019;Zé Vitor - PR/MG;15/04/2019
1365;PL 2577/2019;Cabo Junio Amaral - PSL/MG;29/04/2019
1366;PL 2840/2019;Igor Kannário - PHS/BA;14/05/2019
1367;PL 3329/2019;Beto Rosado - PP/RN;05/06/2019
1368;PL 2737/2019;André Ferreira - PSC/PE;08/05/2019
1369;PL 3514/2012;William Dib - PSDB/SP;22/03/2012
1370;PL 4273/2019;Beto Rosado - PP/RN;06/08/2019
1371;PL 4952/2016;Aureo - SD/RJ;07/04/2016
1372;PL 5875/2013;Senado Federal - Renan Calheiros - PMDB/AL;02/07/2013
1373;PL 4362/2019;Edna Henrique - PSDB/PB;08/08/2019
1374;PL 2960/2019;Cezinha de Madureira - PSD/SP;21/05/2019
1375;PL 2531/2011;Eduardo Barbosa - PSDB/MG;18/10/2011
1376;PL 2630/2019;Aécio Neves - PSDB/MG;07/05/2019
1377;PL 3866/2015;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";08/12/2015
1378;PL 3320/2019;Felipe Carreras - PSB/PE;04/06/2019
1379;PL 2070/2019;Célio Studart - PV/CE;04/04/2019
1380;PL 10739/2018;"Carmen Zanotto - PPS/SC; Jerônimo Goergen - PP/RS; Dr. Jorge Silva - SD/ES e outros";14/08/2018
1381;PL 3809/2019;Rejane Dias - PT/PI;02/07/2019
1382;PL 2228/2019;Policial Katia Sastre - PR/SP;10/04/2019
1383;PL 2887/2019;Adriano do Baldy - PP/GO;15/05/2019
1384;PL 4611/2019;"Carmen Zanotto - CIDADANIA/SC; Tereza Nelma - PSDB/AL; Eduardo Braide - PMN/MA e outros";21/08/2019
1385;PL 4873/2019;Rejane Dias - PT/PI;04/09/2019
1386;PL 3339/2019;"Rodrigo Agostinho - PSB/SP;Rosana Valle - PSB/SP";05/06/2019
1387;PL 3596/2015;César Halum - PRB/TO;11/11/2015
1388;PL 4877/2019;Bira do Pindaré - PSB/MA;04/09/2019
1389;PL 4872/2019;Rejane Dias - PT/PI;04/09/2019
1390;PL 138/2019;Renata Abreu - PODE/SP;04/02/2019
1391;PL 1670/2015;Rogério Peninha Mendonça - PMDB/SC;26/05/2015
1392;PL 4697/2019;Capitão Alberto Neto - REPUBLIC/AM;27/08/2019
1393;PL 1745/2019;Luiz Philippe de Orleans e Bragança - PSL/SP;26/03/2019
1394;PL 6246/2013;Leonardo Gadelha - PSC/PB;02/09/2013
1395;PL 5641/2016;Antonio Brito - PSD/BA;21/06/2016
1396;PL 265/2019;Márcio Labre - PSL/RJ;04/02/2019
1397;PL 1495/2019;Camilo Capiberibe - PSB/AP;14/03/2019
1398;PL 5889/2016;Leandre - PV/PR;02/08/2016
1399;PL 10547/2018;"Janete Capiberibe - PSB/AP;Glauber Braga - PSOL/RJ";10/07/2018
1400;PL 38/2015;Sergio Vidigal - PDT/ES;02/02/2015
1401;PLP 173/2019;Tiririca - PL/SP;03/07/2019
1402;PL 10895/2018;Senado Federal - Randolfe Rodrigues - REDE/AP;17/10/2018
1403;PL 2108/2015;Vitor Valim - PMDB/CE;25/06/2015
1404;PL 3053/2015;Christiane de Souza Yared - PTN/PR;22/09/2015
1405;PL 5924/2013;"Dr. Jorge Silva - PDT/ES;Sergio Vidigal - PDT/ES";10/07/2013
1406;PL 7337/2010;Manoel Junior - PMDB/PB;18/05/2010
1407;PL 4818/2019;Gil Cutrim - PDT/MA;03/09/2019
1408;PL 8670/2017;Marcelo Aro - PHS/MG;21/09/2017
1409;PL 9778/2018;Pompeo de Mattos - PDT/RS;14/03/2018
1410;PL 998/2019;Silvia Cristina - PDT/RO;21/02/2019
1411;PL 1769/2015;Rômulo Gouveia - PSD/PB;01/06/2015
1412;PL 2139/2011;Wilson Filho - PMDB/PB;25/08/2011
1413;PL 1233/2015;William Woo - PV/SP;22/04/2015
1414;PL 5155/2016;Dulce Miranda - PMDB/TO;04/05/2016
1415;PL 7322/2017;Daniel Coelho - PSDB/PE;05/04/2017
1416;PL 1069/2019;José Medeiros - PODE/MT;22/02/2019
1417;PL 2821/2019;Giovani Cherini - PR/RS;14/05/2019
1418;PL 10958/2018;Patrus Ananias - PT/MG;07/11/2018
1419;PL 777/2011;Washington Reis - PMDB/RJ;22/03/2011
1420;PL 3514/2019;Joenia Wapichana - REDE/RR;13/06/2019
1421;PL 4513/2019;Heitor Freire - PSL/CE;14/08/2019
1422;PL 7232/2014;"Renato Simões - PT/SP;Vicentinho - PT/SP";12/03/2014
1423;PL 8984/2017;Hugo Leal - PSB/RJ;31/10/2017
1424;PL 4892/2012;Eleuses Paiva - PSD/SP;19/12/2012
1425;PL 4595/2019;Celina Leão - PP/DF;20/08/2019
1426;PL 6234/2016;Renata Abreu - PTN/SP;04/10/2016
1427;PL 6604/2016;Mário Heringer - PDT/MG;01/12/2016
1428;PLP 106/2019;Aroldo Martins - PRB/PR;15/04/2019
1429;PL 4751/2019;Sebastião Oliveira - PL/PE;28/08/2019
1430;PL 2156/2011;Maurício Quintella Lessa - PR/AL;30/08/2011
1431;PL 7729/2017;"Otavio Leite - PSDB/RJ;Flávia Morais - PDT/GO";24/05/2017
1432;PL 4268/2019;David Soares - DEM/SP;06/08/2019
1433;PL 3832/2015;Senado Federal - Eduardo Amorim - PSC/SE;02/12/2015
1434;PL 5442/2013;Leonardo Picciani - PMDB/RJ;24/04/2013
1435;PL 1026/2019;Rejane Dias - PT/PI;21/02/2019
1436;PL 826/2019;Domingos Sávio - PSDB/MG;14/02/2019
1437;PL 5611/2016;Rômulo Gouveia - PSD/PB;15/06/2016
1438;PL 1704/2019;Julio Cesar Ribeiro - PRB/DF;25/03/2019
1439;PL 3446/2019;André Ferreira - PSC/PE;11/06/2019
1440;PL 4558/2019;Marreca Filho - PATRIOTA/MA;19/08/2019
1441;PL 9762/2018;"Ivan Valente - PSOL/SP; Chico Alencar - PSOL/RJ; Jean Wyllys - PSOL/RJ e outros";14/03/2018
1442;PL 10397/2018;Sergio Vidigal - PDT/ES;12/06/2018
1443;PL 1796/2019;Julian Lemos - PSL/PB;27/03/2019
1444;PL 1562/2019;Edna Henrique - PSDB/PB;19/03/2019
1445;PL 5021/2016;Major Olimpio - SD/SP;14/04/2016
1446;PL 7552/2017;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";03/05/2017
1447;PL 6527/2016;Helder Salomão - PT/ES;22/11/2016
1448;PL 191/2011;"Weliton Prado - PT/MG;Ricardo Izar - PP/SP";08/02/2011
1449;PL 364/2019;Alceu Moreira - MDB/RS;05/02/2019
1450;PL 10614/2018;Chico D'Angelo - PDT/RJ;11/07/2018
1451;PL 3718/2019;Marx Beltrão - PSD/AL;25/06/2019
1452;PL 1976/2011;Erika Kokay - PT/DF;10/08/2011
1453;PL 4622/2016;Carlos Henrique Gaguim - PMB/TO;03/03/2016
1454;PL 8717/2017;Marco Antônio Cabral - PMDB/RJ;27/09/2017
1455;PLP 522/2018;Hildo Rocha - MDB/MA;18/06/2018
1456;PL 5642/2016;Marx Beltrão - PMDB/AL;21/06/2016
1457;PL 1939/2011;Diego Andrade - PR/MG;03/08/2011
1458;PL 1380/2011;Onofre Santo Agostini - DEM/SC;18/05/2011
1459;PL 2900/2019;Otoni de Paula - PSC/RJ;15/05/2019
1460;PL 5392/2016;Eduardo Barbosa - PSDB/MG;24/05/2016
1461;PL 5275/2013;Eleuses Paiva - PSD/SP;02/04/2013
1462;PL 3146/2012;Weliton Prado - PT/MG;07/02/2012
1463;PL 4947/2016;Delegado Waldir - PR/GO;07/04/2016
1464;PL 4315/2016;Aureo - SD/RJ;03/02/2016
1465;PL 4135/2012;Senado Federal - Vanessa Grazziotin - PCdoB/AM;27/06/2012
1466;PL 5946/2016;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";09/08/2016
1467;PLP 78/2015;Hélio Leite - DEM/PA;12/05/2015
1468;PL 4398/2019;Felipe Rigoni - PSB/ES;13/08/2019
1469;PLP 3/2019;José Nelto - PODE/GO;04/02/2019
1470;PL 356/2015;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";11/02/2015
1471;PL 3944/2012;"Jandira Feghali - PCdoB/RJ; José Linhares - PP/CE; Dr. Paulo César - PSD/RJ e outros";24/05/2012
1472;PL 5727/2016;Carlos Bezerra - PMDB/MT;05/07/2016
1473;PL 9920/2018;Felipe Bornier - PROS/RJ;03/04/2018
1474;PL 7886/2017;Jéssica Sales - PMDB/AC;14/06/2017
1475;PL 3248/2015;Sergio Vidigal - PDT/ES;07/10/2015
1476;PL 886/2015;"Mário Heringer - PDT/MG;Amaro Neto - PRB/ES";24/03/2015
1477;PL 2521/2019;Gustinho Ribeiro - SOLIDARI/SE;24/04/2019
1478;PL 6759/2010;Senado Federal - Maria do Carmo Alves - DEM/SE;05/02/2010
1479;PL 4183/2012;Giovani Cherini - PDT/RS;11/07/2012
1480;PL 4093/2019;Marcelo Freixo - PSOL/RJ;12/07/2019
1481;PL 68/2015;Pompeo de Mattos - PDT/RS;02/02/2015
1482;PL 4384/2019;Otoni de Paula - PSC/RJ;08/08/2019
1483;PL 4545/2016;Covatti Filho - PP/RS;25/02/2016
1484;PL 960/2011;William Dib - PSDB/SP;07/04/2011
1485;PL 2578/2015;Fabricio Oliveira - PSB/SC;11/08/2015
1486;PL 691/2015;Major Olimpio - PDT/SP;11/03/2015
1487;PL 3631/2019;Dr. Luiz Ovando - PSL/MS;18/06/2019
1488;PL 3651/2019;Frei Anastacio Ribeiro - PT/PB;19/06/2019
1489;PL 3685/2019;Charles Fernandes - PSD/BA;25/06/2019
1490;PL 3663/2019;Bosco Costa - PL/SE;19/06/2019
1491;PL 3930/2019;Felipe Carreras - PSB/PE;08/07/2019
1492;PL 4058/2019;Lucas Gonzalez - NOVO/MG;11/07/2019
1493;PL 3873/2019;Talíria Petrone - PSOL/RJ;03/07/2019
1494;PL 4123/2019;Hildo Rocha - MDB/MA;16/07/2019
1495;PL 3664/2019;Helio Lopes - PSL/RJ;19/06/2019
1496;PL 1588/2019;Mauro Nazif - PSB/RO;19/03/2019
1497;PL 1513/2019;Carlos Veras - PT/PE;14/03/2019
1498;PL 1471/2019;Sebastião Oliveira - PR/PE;13/03/2019
1499;PL 2136/2019;Boca Aberta - PROS/PR;09/04/2019
1500;PLP 99/2019;Jhonatan de Jesus - PRB/RR;10/04/2019
1501;PL 1848/2019;Carmen Zanotto - PPS/SC;28/03/2019
1502;PLP 114/2019;Silvia Cristina - PDT/RO;23/04/2019
1503;PL 2791/2019;"Zé Silva - SOLIDARI/MG; Leonardo Monteiro - PT/MG; Gilberto Abramo - PRB/MG e outros";09/05/2019
1504;PL 3244/2019;Liziane Bayer - PSB/RS;30/05/2019
1505;PL 3247/2019;Luiz Lima - PSL/RJ;30/05/2019
1506;PL 3541/2019;Jesus Sérgio - PDT/AC;13/06/2019
1507;PL 3338/2019;Rodrigo Agostinho - PSB/SP;05/06/2019
1508;PL 2526/2019;Eduardo Costa - PTB/PA;25/04/2019
1509;PL 4266/2012;Giovani Cherini - PDT/RS;07/08/2012
1510;PL 1447/2011;Nilda Gondim - PMDB/PB;25/05/2011
1511;PL 1134/2019;Amaro Neto - PRB/ES;26/02/2019
1512;PL 735/2015;Baleia Rossi - PMDB/SP;12/03/2015
1513;PL 2694/2015;CPI - SISTEMA CARCERÁRIO BRASILEIRO;19/08/2015
1514;PL 2818/2011;Eleuses Paiva - PSD/SP;30/11/2011
1515;PL 287/2015;Paulo Magalhães - PSD/BA;10/02/2015
1516;PL 9300/2017;Eduardo Cury - PSDB/SP;11/12/2017
1517;PL 6917/2017;Aureo - SD/RJ;15/02/2017
1518;PL 713/2011;Eduardo da Fonte - PP/PE;15/03/2011
1519;PL 9740/2018;Jefferson Campos - PSD/SP;08/03/2018
1520;PL 4212/2015;Marcelo Belinati - PP/PR;22/12/2015
1521;PL 6434/2013;Rodrigo Maia - DEM/RJ;25/09/2013
1522;PL 2033/2019;Hiran Gonçalves - PP/RR;03/04/2019
1523;PL 6918/2017;"Glauber Braga - PSOL/RJ;Wadih Damous - PT/RJ";15/02/2017
1524;PL 1546/2015;Ronaldo Benedet - PMDB/SC;14/05/2015
1525;PL 4211/2015;Marcelo Belinati - PP/PR;22/12/2015
1526;PL 11116/2018;Jaime Martins - PROS/MG;04/12/2018
1527;PL 8310/2017;Renata Abreu - PODE/SP;16/08/2017
1528;PL 10035/2018;Dr. Sinval Malheiros - PODE/SP;17/04/2018
1529;PL 4691/2016;Paulo Magalhães - PSD/BA;09/03/2016
1530;PL 8207/2014;Paulo Magalhães - PSD/BA;09/12/2014
1531;PL 526/2011;Walter Tosta - PMN/MG;22/02/2011
1532;PL 5610/2016;Rômulo Gouveia - PSD/PB;15/06/2016
1533;PL 27/2015;Jô Moraes - PCdoB/MG;02/02/2015
1534;PL 548/2015;Alice Portugal - PCdoB/BA;03/03/2015
1535;PL 8030/2010;Edmar Moreira - PR/MG;15/12/2010
1536;PL 7211/2017;Aureo - SD/RJ;23/03/2017
1537;PL 7686/2010;Jofran Frejat - PR/DF;03/08/2010
1538;PL 5078/2016;Alan Rick - PRB/AC;26/04/2016
1539;PL 5978/2016;Simão Sessim - PP/RJ;10/08/2016
1540;PL 7412/2017;Laercio Oliveira - SD/SE;12/04/2017
1541;PL 1330/2011;Arnaldo Faria de Sá - PTB/SP;11/05/2011
1542;PL 1948/2011;Onofre Santo Agostini - DEM/SC;04/08/2011
